item_title,orders_containing,units_sold,avg_price,classification,reason,classification_v3,v3_reason,was_mystery
Fall Foliage Ankle Compression Socks 3-Pack Bundle,29,30,42.87,PATTERN,matched: ['fall'],PATTERN,unchanged from v2,
Darkside Ankle Compression Socks 3-Pack Bundle,28,30,41.01,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['darkside'],
Classics Compression Socks Bundle 6-Pack,29,29,86.47,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
All New Patterns Compression Socks Bundle 12-Pack,28,29,174.63,AMBIGUOUS,bundle/offer — could be either,PATTERN,explicit patterns collection,
Cozy Ankle Socks 5-Pack Bundle,28,29,54.04,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['cozy'],
Bigfoot Ankle Socks 5-Pack Bundle,28,29,58.27,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bigfoot'],
Green Navy Ankle Socks,29,29,27.75,SOLID,"only color+type tokens: ['green', 'navy', 'ankle', 'socks']",SOLID,unchanged from v2,
Fruit Ankle Socks 5-Pack Bundle,28,28,56.51,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['fruit'],
Navy Blue EasyStretch™ Socks Bundle 6-Pack,27,27,76.84,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Summer Breeze Ankle Socks 3-Pack Bundle,26,27,41.67,PATTERN,matched: ['summer'],PATTERN,unchanged from v2,
Haunted Tie Dye Ankle Compression Socks 3-Pack Bundle,27,27,44.05,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['haunted', 'tie', 'dye']",
Basics EasyStretch™ Socks Bundle 6-Pack,26,27,80.62,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
White EasyStretch™ Socks Bundle 6-Pack,26,27,89.99,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Princess Palette Ankle Compression Socks 3-Pack Bundle,24,26,42.41,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['princess', 'palette']",
Jungle Ankle Compression Socks 3-Pack Bundle,24,26,39.55,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['jungle'],
2 Pair Mystery Compression Socks,24,25,51.2,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Pink Rodeo Ankle Socks,25,25,28.06,PATTERN,unrecognized non-color tokens: ['rodeo'],PATTERN,unchanged from v2,
Celestial Mix Ankle Socks Bundle 5-Pack,24,24,59.99,PATTERN,matched: ['celestial'],PATTERN,unchanged from v2,
Summer Breeze Ankle Compression Socks 3-Pack Bundle,24,24,42.93,PATTERN,matched: ['summer'],PATTERN,unchanged from v2,
Wild North Ankle Socks 5-Pack Bundle,23,24,56.51,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['wild', 'north']",
St Paddy's Ankle Socks 5-Pack Bundle,22,23,57.79,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['paddys'],
Tan Ankle Compression Gripper Socks,21,23,26.26,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Black Ankle Compression Socks Bundle 6-Pack,23,23,82.37,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Tranquility Ankle Socks 3-Pack Bundle,21,22,41.45,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['tranquility'],
Paws & Petals Ankle Socks Bundle 3-Pack,22,22,42.16,PATTERN,matched: ['paws'],PATTERN,unchanged from v2,
Two Tone Ankle Socks 5-Pack Bundle,21,22,58.4,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Tan Ankle Socks Bundle 5-Pack,22,22,51.74,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Earth Tones Ankle Compression Socks 3-Pack Bundle,20,21,41.91,PATTERN,matched: ['earth'],PATTERN,unchanged from v2,
Monochrome & Mystery Ankle Socks Bundle 5-Pack,21,21,46.47,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Easter Ankle Socks 5-Pack Bundle,21,21,52.96,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['easter'],
Autumn Florals Ankle Socks 3-Pack Bundle,20,21,40.72,PATTERN,matched: ['autumn'],PATTERN,unchanged from v2,
Bloom EasyStretch™ Socks 3-Pack Bundle,21,21,44.41,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
White & Mystery EasyStretch™ Socks Bundle 5-Pack,20,21,53.65,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Pastel Plaid Ankle Socks,21,21,27.27,PATTERN,matched: ['plaid'],PATTERN,unchanged from v2,
Tan Ankle Socks Bundle 3-Pack,20,20,41.83,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Gray Ankle Compression Gripper Socks,16,20,26.47,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Darkside Ankle Socks 3-Pack Bundle,18,19,39.48,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['darkside'],
Saddle Up Ankle Socks,18,19,29.99,PATTERN,unrecognized non-color tokens: ['saddle'],PATTERN,unchanged from v2,
Spooky Pastels Ankle Socks 3-Pack Bundle,18,19,42.97,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Easter Eggs Ankle Socks,16,19,28.45,PATTERN,"unrecognized non-color tokens: ['easter', 'eggs']",PATTERN,unchanged from v2,
Black EasyStretch™ Socks Bundle 12-Pack,15,19,179.99,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Spring Essence Ankle Socks Bundle 5-Pack,18,18,59.99,PATTERN,matched: ['spring'],PATTERN,unchanged from v2,
Spooky & Stylish Compression Socks Bundle 5-Pack,17,17,59.99,PATTERN,matched: ['spooky'],PATTERN,unchanged from v2,
Mad Beast Ankle Socks,17,17,27.6,PATTERN,matched: ['mad'],PATTERN,unchanged from v2,
Jungle Compression Socks 3-Pack Bundle,17,17,37.72,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['jungle'],
Caramel Ankle Socks,17,17,28.03,PATTERN,unrecognized non-color tokens: ['caramel'],PATTERN,unchanged from v2,
EasyStretch™ Socks - tester,8,15,27.15,PATTERN,unrecognized non-color tokens: ['tester'],PATTERN,unchanged from v2,
Fall Foliage Ankle Socks 3-Pack Bundle,15,15,38.39,PATTERN,matched: ['fall'],PATTERN,unchanged from v2,
Coastal Ankle Socks 3-Pack Bundle,15,15,40.03,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['coastal'],
3 Pair Mystery Compression Socks,13,15,61.17,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
White Ankle Compression Gripper Socks,11,15,26.86,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Black Ankle Socks Bundle 6-Pack,14,14,83.04,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Haunted Tie Dye Ankle Socks 3-Pack Bundle,13,14,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['haunted', 'tie', 'dye']",
Army Compression Socks 3-Pack Bundle,14,14,43.22,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['army'],
Tan EasyStretch™ Socks Bundle 6-Pack,12,13,81.72,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Princess Palette Ankle Socks 3-Pack Bundle,12,13,42.95,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['princess', 'palette']",
Basics Ankle Socks Bundle 6-Pack,12,12,81.56,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Gray Compression Socks Bundle 6-Pack,11,11,75.96,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Bloom Ankle Compression Socks 3-Pack Bundle,11,11,41.7,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
Paws & Petals Compression Socks Bundle 3-Pack,10,10,36.57,PATTERN,matched: ['paws'],PATTERN,unchanged from v2,
Paws & Petals EasyStretch™ Socks Bundle 3-Pack,10,10,43.81,PATTERN,matched: ['paws'],PATTERN,unchanged from v2,
Starter EasyStretch™ Socks Bundle 12-Pack,9,9,174.46,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Starter Ankle Compression Socks Bundle 12-Pack,9,9,157.54,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
3 Pair Mystery EasyStretch™ Socks,6,8,51.55,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Tan Compression Socks Bundle 6-Pack,8,8,83.69,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Bloom Ankle Socks 3-Pack Bundle,8,8,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
Jungle Ankle Socks 3-Pack Bundle,8,8,38.75,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['jungle'],
All New Patterns Ankle Socks Bundle 12-Pack,7,8,179.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,explicit patterns collection,
Black Ankle Socks Bundle 12-Pack,3,8,168.13,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Dots Compression Socks,6,8,25.9,PATTERN,unrecognized non-color tokens: ['dots'],PATTERN,unchanged from v2,
Vintage Rose Compression Socks,5,8,26.64,PATTERN,"matched: ['vintage', 'rose']",PATTERN,unchanged from v2,
Vintage Rose Ankle Compression Socks,6,8,24.42,PATTERN,"matched: ['vintage', 'rose']",PATTERN,unchanged from v2,
Pink Passion Compression Socks 3-Pack Bundle,7,7,41.44,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['passion'],
Classics Ankle Socks Bundle 6-Pack,7,7,71.54,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Bamboo EasyStretch™ Socks,5,7,26.75,PATTERN,unrecognized non-color tokens: ['bamboo'],PATTERN,unchanged from v2,
All New Patterns Ankle Compression Socks Bundle 12-Pack,7,7,165.48,AMBIGUOUS,bundle/offer — could be either,PATTERN,explicit patterns collection,
Gray Ankle Compression Socks Bundle 6-Pack,7,7,83.23,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Moody Blues Compression Socks 3-Pack Bundle,7,7,36.1,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['moody', 'blues']",
Neutral Breeze Ankle Socks Bundle 5-Pack,7,7,42.93,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['breeze'],
Waves EasyStretch™ Socks,5,7,26.75,PATTERN,matched: ['waves'],PATTERN,unchanged from v2,
Tan Ankle Socks Bundle 6-Pack,5,7,84.84,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Water Color Bundle Compression Socks 3-Pack Bundle,7,7,43.16,PATTERN,matched: ['water'],PATTERN,unchanged from v2,
Navy Blue Ankle Compression Socks Bundle 6-Pack,6,7,65.02,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Dots EasyStretch™ Socks,5,6,27.29,PATTERN,unrecognized non-color tokens: ['dots'],PATTERN,unchanged from v2,
Basics Compression Socks Bundle 6-Pack,6,6,81.54,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Sherbet Compression Socks,5,6,29.99,PATTERN,unrecognized non-color tokens: ['sherbet'],PATTERN,unchanged from v2,
Waves Compression Socks,6,6,27.29,PATTERN,matched: ['waves'],PATTERN,unchanged from v2,
Navy Blue Compression Socks Bundle 6-Pack,6,6,77.39,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Starter Compression Socks Bundle 12-Pack,6,6,147.43,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Exclusive Mystery Ankle Sock Gift,5,6,10.0,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Black Compression Socks Bundle 12-Pack,6,6,155.05,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
White EasyStretch™ Socks Bundle 12-Pack,4,6,179.99,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
White Ankle Socks Bundle 6-Pack,5,5,80.28,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
VHS Compression Socks,3,5,29.99,PATTERN,unrecognized non-color tokens: ['vhs'],PATTERN,unchanged from v2,
Pink Passion Ankle Compression Socks 3-Pack Bundle,5,5,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['passion'],
Earth Tones Ankle Socks 3-Pack Bundle,5,5,37.55,PATTERN,matched: ['earth'],PATTERN,unchanged from v2,
Freedom Ankle Socks,5,5,29.99,PATTERN,unrecognized non-color tokens: ['freedom'],PATTERN,unchanged from v2,
Sherbet Ankle Compression Socks,4,4,25.84,PATTERN,unrecognized non-color tokens: ['sherbet'],PATTERN,unchanged from v2,
Stripped Compression Socks 5-Pack Bundle,4,4,47.98,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
American Dream Compression Socks,3,4,29.99,PATTERN,"unrecognized non-color tokens: ['american', 'dream']",PATTERN,unchanged from v2,
Sea Stars Ankle Compression Socks,3,4,29.99,PATTERN,"matched: ['sea', 'stars']",PATTERN,unchanged from v2,
Mystery Ankle Socks Bundle 6-Pack,4,4,65.25,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Fast Forever Compression Socks,3,4,19.99,PATTERN,"unrecognized non-color tokens: ['fast', 'forever']",PATTERN,unchanged from v2,
Paradise Ankle Compression Socks,4,4,29.99,PATTERN,unrecognized non-color tokens: ['paradise'],PATTERN,unchanged from v2,
Oh Canada! EasyStretch™ Socks,3,4,27.27,PATTERN,unrecognized non-color tokens: ['canada'],PATTERN,unchanged from v2,
Rosebuds Compression Socks,4,4,27.88,PATTERN,unrecognized non-color tokens: ['rosebuds'],PATTERN,unchanged from v2,
Bay Cruise Compression Socks,2,4,19.99,PATTERN,"unrecognized non-color tokens: ['bay', 'cruise']",PATTERN,unchanged from v2,
Mystery EasyStretch™ Diabetic Socks Gift,4,4,20.0,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Oh Canada! Compression Socks,1,4,29.99,PATTERN,unrecognized non-color tokens: ['canada'],PATTERN,unchanged from v2,
Exclusive Mystery Ankle Diabetic Sock Gift,4,4,13.94,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Heather Red Compression Socks,4,4,29.99,PATTERN,unrecognized non-color tokens: ['heather'],PATTERN,unchanged from v2,
Cubes Compression Socks,4,4,29.99,PATTERN,unrecognized non-color tokens: ['cubes'],PATTERN,unchanged from v2,
Regal Pink Compression Socks,4,4,27.88,PATTERN,unrecognized non-color tokens: ['regal'],PATTERN,unchanged from v2,
EasyStretch™ Diabetic Socks,1,4,20.0,SOLID,"only color+type tokens: ['easystretch', 'diabetic', 'socks']",SOLID,unchanged from v2,
Water Color Bundle Ankle Compression Socks 3-Pack Bundle,4,4,44.99,PATTERN,matched: ['water'],PATTERN,unchanged from v2,
Unicorns EasyStretch™ Socks,2,3,29.99,PATTERN,unrecognized non-color tokens: ['unicorns'],PATTERN,unchanged from v2,
Cubes EasyStretch™ Socks,3,3,29.99,PATTERN,unrecognized non-color tokens: ['cubes'],PATTERN,unchanged from v2,
Non-Binding Diabetic Socks,1,3,20.0,SOLID,"only color+type tokens: ['non-binding', 'diabetic', 'socks']",SOLID,unchanged from v2,
Unicorns Compression Socks,3,3,29.99,PATTERN,unrecognized non-color tokens: ['unicorns'],PATTERN,unchanged from v2,
Water Color Bundle EasyStretch™ Socks 3-Pack Bundle,3,3,36.51,PATTERN,matched: ['water'],PATTERN,unchanged from v2,
American Dream EasyStretch™ Socks,2,3,29.99,PATTERN,"unrecognized non-color tokens: ['american', 'dream']",PATTERN,unchanged from v2,
Unicorns Ankle Compression Socks,3,3,29.99,PATTERN,unrecognized non-color tokens: ['unicorns'],PATTERN,unchanged from v2,
Bamboo Compression Socks,3,3,29.99,PATTERN,unrecognized non-color tokens: ['bamboo'],PATTERN,unchanged from v2,
Gray Ankle Socks Bundle 6-Pack,3,3,89.99,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Basics Ankle Compression Socks Bundle 12-Pack,3,3,179.99,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
2 Pair Mystery Ankle Socks,3,3,21.24,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
1 Pair Mystery Socks In Gift,3,3,13.33,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Rosebuds Ankle Compression Socks,3,3,27.17,PATTERN,unrecognized non-color tokens: ['rosebuds'],PATTERN,unchanged from v2,
Boom Box Sox Compression Socks,3,3,29.99,PATTERN,"unrecognized non-color tokens: ['boom', 'box', 'sox']",PATTERN,unchanged from v2,
Scratch Card,3,3,0.0,PATTERN,"unrecognized non-color tokens: ['scratch', 'card']",PATTERN,unchanged from v2,
Tropical Ankle Compression Socks,3,3,29.99,PATTERN,matched: ['tropical'],PATTERN,unchanged from v2,
Paradise Compression Socks,3,3,27.27,PATTERN,unrecognized non-color tokens: ['paradise'],PATTERN,unchanged from v2,
Unicorns Ankle Socks,3,3,29.99,PATTERN,unrecognized non-color tokens: ['unicorns'],PATTERN,unchanged from v2,
Navy Blue Ankle Socks Bundle 6-Pack,3,3,82.11,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Fire Dragons EasyStretch™ Socks,3,3,29.99,PATTERN,matched: ['fire'],PATTERN,unchanged from v2,
Tip,2,2,7.17,PATTERN,unrecognized non-color tokens: ['tip'],PATTERN,unchanged from v2,
Alien Invasion Compression Socks,2,2,29.99,PATTERN,"unrecognized non-color tokens: ['alien', 'invasion']",PATTERN,unchanged from v2,
Regal Pink Ankle Compression Socks,2,2,21.55,PATTERN,unrecognized non-color tokens: ['regal'],PATTERN,unchanged from v2,
Vintage Floral Ankle Compression Socks,2,2,29.99,PATTERN,"matched: ['vintage', 'floral']",PATTERN,unchanged from v2,
Vintage Floral Compression Socks,2,2,29.99,PATTERN,"matched: ['vintage', 'floral']",PATTERN,unchanged from v2,
Garden Party Compression Socks 3-Pack Bundle,2,2,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['garden', 'party']",
Spirit Bear EasyStretch™ Socks,2,2,21.26,PATTERN,matched: ['bear'],PATTERN,unchanged from v2,
Rosebuds EasyStretch™ Socks,2,2,25.75,PATTERN,unrecognized non-color tokens: ['rosebuds'],PATTERN,unchanged from v2,
Elegance Compression Socks,2,2,29.99,PATTERN,unrecognized non-color tokens: ['elegance'],PATTERN,unchanged from v2,
Dots Ankle Compression Socks,2,2,29.99,PATTERN,unrecognized non-color tokens: ['dots'],PATTERN,unchanged from v2,
Sea Stars Compression Socks,2,2,29.99,PATTERN,"matched: ['sea', 'stars']",PATTERN,unchanged from v2,
VHS EasyStretch™ Socks,2,2,29.99,PATTERN,unrecognized non-color tokens: ['vhs'],PATTERN,unchanged from v2,
Irish Argyle Ankle Socks,1,2,19.99,PATTERN,"matched: ['irish', 'argyle']",PATTERN,unchanged from v2,
Cotton Candy Ankle Compression Socks,2,2,25.76,PATTERN,matched: ['candy'],PATTERN,unchanged from v2,
Bear Hug Diabetic Ankle Socks,1,2,17.0,PATTERN,matched: ['bear'],PATTERN,unchanged from v2,
Wild & Free EasyStretch™ Socks,1,2,29.99,PATTERN,"unrecognized non-color tokens: ['wild', 'free']",PATTERN,unchanged from v2,
Fire & Ice EasyStretch™ Socks,2,2,21.26,PATTERN,"matched: ['fire', 'ice']",PATTERN,unchanged from v2,
Black Diabetic Compression Socks,1,2,30.0,SOLID,"only color+type tokens: ['black', 'diabetic', 'compression', 'socks']",SOLID,unchanged from v2,
Cotton Candy Compression Socks,2,2,29.99,PATTERN,matched: ['candy'],PATTERN,unchanged from v2,
Sea Stars EasyStretch™ Socks,2,2,29.99,PATTERN,"matched: ['sea', 'stars']",PATTERN,unchanged from v2,
Heather Hues Compression Socks 3-Pack Bundle,2,2,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['hues'],
Bubblegum Compression Socks,2,2,29.99,PATTERN,unrecognized non-color tokens: ['bubblegum'],PATTERN,unchanged from v2,
Sweet Roses Ankle Compression Socks,2,2,29.99,PATTERN,"unrecognized non-color tokens: ['sweet', 'roses']",PATTERN,unchanged from v2,
Wild & Free Compression Socks,2,2,25.98,PATTERN,"unrecognized non-color tokens: ['wild', 'free']",PATTERN,unchanged from v2,
Northern Lights Ankle Diabetic Socks,1,2,14.99,PATTERN,"matched: ['northern', 'lights']",PATTERN,unchanged from v2,
Basics Compression Socks Bundle 12-Pack,2,2,154.54,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
True North Compression Socks 3-Pack Bundle,2,2,38.89,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['true', 'north']",
Jurassock Park Ankle Compression Socks,2,2,29.99,PATTERN,"unrecognized non-color tokens: ['jurassock', 'park']",PATTERN,unchanged from v2,
Under The Sea Non-Binding Diabetic Socks,1,2,22.0,PATTERN,matched: ['sea'],PATTERN,unchanged from v2,
Black Non-Binding Diabetic Socks,1,2,20.0,SOLID,"only color+type tokens: ['black', 'non-binding', 'diabetic', 'socks']",SOLID,unchanged from v2,
Vintage Rose EasyStretch™ Socks,2,2,29.99,PATTERN,"matched: ['vintage', 'rose']",PATTERN,unchanged from v2,
Boom Box Sox EasyStretch™ Socks,2,2,29.99,PATTERN,"unrecognized non-color tokens: ['boom', 'box', 'sox']",PATTERN,unchanged from v2,
Tropical Hibiscus Ankle Compression Socks,1,2,29.99,PATTERN,"matched: ['tropical', 'hibiscus']",PATTERN,unchanged from v2,
Patriotic Blast EasyStretch™ Socks,2,2,29.99,PATTERN,"unrecognized non-color tokens: ['patriotic', 'blast']",PATTERN,unchanged from v2,
Basics Ankle Socks Bundle 12-Pack,2,2,179.99,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Elegance Ankle Compression Socks,2,2,29.99,PATTERN,unrecognized non-color tokens: ['elegance'],PATTERN,unchanged from v2,
Basics EasyStretch™ Socks Bundle 12-Pack,2,2,154.91,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Irish Argyle EasyStretch™ Socks,1,2,19.99,PATTERN,"matched: ['irish', 'argyle']",PATTERN,unchanged from v2,
Tropical Hibiscus EasyStretch™ Socks,2,2,25.91,PATTERN,"matched: ['tropical', 'hibiscus']",PATTERN,unchanged from v2,
All American Compression Socks 3-Pack Bundle,2,2,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['all', 'american']",
3 Pair Mystery EasyStretch™ Socks Bundle,1,1,53.98,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
2 Pair Mystery EasyStretch™ Diabetic Socks,1,1,28.0,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Camo EasyStretch™ Diabetic Socks,1,1,19.99,PATTERN,matched: ['camo'],PATTERN,unchanged from v2,
Heather Hues EasyStretch™ Socks 3-Pack Bundle,1,1,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['hues'],
Smooth Sailing Ankle Compression Socks,1,1,29.99,PATTERN,"unrecognized non-color tokens: ['smooth', 'sailing']",PATTERN,unchanged from v2,
Canadian Maple Ankle Compression Socks,1,1,29.99,PATTERN,"unrecognized non-color tokens: ['canadian', 'maple']",PATTERN,unchanged from v2,
Wild Wonders Compression Socks 3-Pack Bundle,1,1,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['wild', 'wonders']",
Fish ‘n Hooks EasyStretch™ Socks,1,1,29.99,PATTERN,matched: ['fish'],PATTERN,unchanged from v2,
Sunflower Non-Binding Diabetic Socks,1,1,22.0,PATTERN,unrecognized non-color tokens: ['sunflower'],PATTERN,unchanged from v2,
Pink Disco EasyStretch™ Socks,1,1,29.99,PATTERN,unrecognized non-color tokens: ['disco'],PATTERN,unchanged from v2,
Pups & Pickups Compression Socks,1,1,19.99,PATTERN,"unrecognized non-color tokens: ['pups', 'pickups']",PATTERN,unchanged from v2,
Polar Ice Non-Binding Diabetic Socks,1,1,22.0,PATTERN,matched: ['ice'],PATTERN,unchanged from v2,
Koi Blossoms  EasyStretch™ Socks,1,1,21.75,PATTERN,matched: ['blossoms'],PATTERN,unchanged from v2,
Winter Wonderland Compression Socks Bundle 3-Pack,1,1,71.98,PATTERN,matched: ['winter'],PATTERN,unchanged from v2,
Serene Tones EasyStretch™ Socks Bundle 5-Pack,1,1,59.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['serene', 'tones']",
Fruity Compression Socks 3-Pack Bundle,1,1,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['fruity'],
Gray Diabetic Compression Socks,1,1,30.0,SOLID,"only color+type tokens: ['gray', 'diabetic', 'compression', 'socks']",SOLID,unchanged from v2,
Zen Garden Ankle Compression Socks,1,1,29.99,PATTERN,"unrecognized non-color tokens: ['zen', 'garden']",PATTERN,unchanged from v2,
Brushstrokes EasyStretch™ Socks 3-Pack Bundle,1,1,53.98,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['brushstrokes'],
Nostalgia Compression Socks 3-Pack Bundle,1,1,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['nostalgia'],
Garden Party EasyStretch™ Socks 3-Pack Bundle,1,1,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['garden', 'party']",
Boo Non-Binding Diabetic Socks,1,1,22.0,PATTERN,unrecognized non-color tokens: ['boo'],PATTERN,unchanged from v2,
Mystery Diabetic Ankle Socks,1,1,13.5,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Sweet Roses Compression Socks,1,1,29.99,PATTERN,"unrecognized non-color tokens: ['sweet', 'roses']",PATTERN,unchanged from v2,
Jurassock Park Compression Socks,1,1,29.99,PATTERN,"unrecognized non-color tokens: ['jurassock', 'park']",PATTERN,unchanged from v2,
Very Cherry Compression Socks,1,1,29.99,PATTERN,matched: ['cherry'],PATTERN,unchanged from v2,
Dragon Faces Ankle Compression Socks,1,1,29.99,PATTERN,"matched: ['dragon', 'faces']",PATTERN,unchanged from v2,
Solar Wind Compression Socks,1,1,19.99,PATTERN,matched: ['wind'],PATTERN,unchanged from v2,
Lavender Picnic Ankle Compression Socks,1,1,29.99,PATTERN,unrecognized non-color tokens: ['picnic'],PATTERN,unchanged from v2,
Sweater Weather Non-Binding Diabetic Socks,1,1,22.0,PATTERN,"unrecognized non-color tokens: ['sweater', 'weather']",PATTERN,unchanged from v2,
Tropical Compression Socks,1,1,29.99,PATTERN,matched: ['tropical'],PATTERN,unchanged from v2,
Bubblegum EasyStretch™ Socks,1,1,29.99,PATTERN,unrecognized non-color tokens: ['bubblegum'],PATTERN,unchanged from v2,
Gone Fishing Compression Socks,1,1,19.99,PATTERN,"unrecognized non-color tokens: ['gone', 'fishing']",PATTERN,unchanged from v2,
Jurassock Park EasyStretch™ Socks,1,1,29.99,PATTERN,"unrecognized non-color tokens: ['jurassock', 'park']",PATTERN,unchanged from v2,
Cotton Candy EasyStretch™ Socks,1,1,29.99,PATTERN,matched: ['candy'],PATTERN,unchanged from v2,
